final_logins_m_1,final_logins_m_2,final_logins_m_3,final_kudos_t_m_1,final_kudos_t_m_2,final_kudos_t_m_3,final_kudos_f_m_1,final_kudos_f_m_2,final_kudos_f_m_3,final_kpi_m_1,final_kpi_m_2,final_kpi_m_3,final_lrn_m_1,final_lrn_m_2,final_lrn_m_3,final_lrn_t_m_1,final_lrn_t_m_2,final_lrn_t_m_3,target,Trend_logins_1,Trend_logins_2,Trend_kudos_t_m_1,Trend_kudos_t_m_2,Trend_kudos_f_m_1,Trend_kudos_f_m_2,Trend_kpi_m_1,Trend_kpi_m_2,Trend_lrn_m_1,Trend_lrn_m_2,Trend_lrn_t_m_1,Trend_lrn_t_m_2
0.10997807865076707,0.06747860536298779,0.10602223067409872,0.12903225806451613,0.19148936170212766,0.15625,0.0,0.019704433497536946,0.0,0.09664429530201342,0.05938756572842562,0.0405,0.18608126841102063,0.15632401157184184,0.11929000000000001,0.08923884514435695,0.1822737001133073,0.125,0.0,-0.04249947328777928,0.03854362531111093,0.06245710363761153,-0.03523936170212766,0.019704433497536946,-0.019704433497536946,-0.0372567295735878,-0.01888756572842562,-0.02975725683917879,-0.03703401157184183,0.09303485496895034,-0.05727370011330729
0.04694706315263957,0.003561726887471512,0.008966120009369829,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.10738255033557045,0.020414475719146306,0.00825,0.15564027031710276,0.0,0.0,0.049868766404199474,0.0,0.0,0.0,-0.04338533626516806,0.0054043931218983165,-0.06451612903225806,0.0,0.0,0.0,-0.08696807461642414,-0.012164475719146306,-0.15564027031710276,0.0,-0.049868766404199474,0.0
0.1034982546275951,0.07265106951707583,0.6512046022986305,0.12903225806451613,0.10638297872340426,0.09375,0.0,0.0,0.0,0.10402684563758388,0.06309928858645222,0.052000000000000005,0.1906082134811991,0.15489681774349082,0.10403000000000001,0.11023622047244094,0.2110537580259348,0.16544117647058823,0.0,-0.030847185110519273,0.5785535327815547,-0.02264927934111187,-0.012632978723404256,0.0,0.0,-0.04092755705113166,-0.011099288586452219,-0.03571139573770829,-0.050866817743490805,0.10081753755349385,-0.04561258155534656
0.054605036998206465,0.07043429916532382,0.16971530329782708,0.0,0.02127659574468085,0.125,0.0,0.0049261083743842365,0.05555555555555555,0.02785234899328859,0.03340550572223941,0.0175,0.8787515162016982,0.28433558341369336,0.13723,0.3779527559055118,0.527634395064837,0.5,0.0,0.01582926216711735,0.09928100413250326,0.02127659574468085,0.10372340425531915,0.0049261083743842365,0.050629447181171315,0.00555315672895082,-0.015905505722239408,-0.5944159327880049,-0.14710558341369337,0.1496816391593252,-0.027634395064837003
0.32322319650424525,0.1543021108066082,0.24099088456723733,0.0,0.02127659574468085,0.0625,0.0,0.0,0.0,0.07684563758389261,0.06000618620476338,0.05375,0.11263212614798129,0.09771648987463838,0.08569333333333333,0.15748031496062992,0.3309706659952159,0.23529411764705882,0.0,-0.16892108569763706,0.08668877376062914,0.02127659574468085,0.041223404255319146,0.0,0.0,-0.016839451379129226,-0.006256186204763384,-0.014915636273342914,-0.01202315654130505,0.173490351034586,-0.09567654834815709
0.028685740905518512,0.016862348997983573,0.043845659779506774,0.16129032258064516,0.06382978723404255,0.1875,0.0,0.0,0.0,0.11073825503355704,0.061862047633776694,0.037,0.2135678391959799,0.23529411764705882,0.13547333333333336,0.05249343832020997,0.08634017373788241,0.051470588235294115,0.0,-0.011823391907534939,0.0269833107815232,-0.09746053534660261,0.12367021276595745,0.0,0.0,-0.048876207399780346,-0.024862047633776696,0.021726278451078912,-0.09982078431372546,0.03384673541767244,-0.0348695855025883
0.07875710835730206,0.05085282772484772,0.09692322029928038,0.0,0.0,0.0,0.0,0.0,0.0,0.2302013422818792,0.18342097123414786,0.14,0.12725264252295962,0.13259402121504338,0.25555333333333335,0.028871391076115485,0.04796676318771245,0.011029411764705881,0.0,-0.027904280632454335,0.04607039257443266,0.0,0.0,0.0,0.0,-0.046780371047731334,-0.04342097123414784,0.005341378692083759,0.12295931211828998,0.019095372111596967,-0.03693735142300657
0.11999235214112379,0.10553316306806397,0.14393477390250844,0.1935483870967742,0.2127659574468085,0.125,0.0,0.0,0.0,0.2298657718120805,0.08227652335292299,0.04825,0.17163836423496795,0.1531186113789778,0.12811,0.14698162729658792,0.24942716857610475,0.1323529411764706,0.0,-0.01445918907305982,0.038401610834444475,0.019217570350034324,-0.08776595744680851,0.0,0.0,-0.14758924845915752,-0.034026523352922985,-0.01851975285599014,-0.025008611378977808,0.10244554127951683,-0.11707422739963416
0.08111340800209185,0.056764215329519745,0.10071447462212135,0.0,0.0,0.0,0.0,0.0,0.0,0.06073825503355704,0.05165480977420353,0.023,0.14778201351585513,0.13866923818707813,0.12107333333333335,0.13910761154855644,0.22064711066347728,0.13970588235294118,0.0,-0.024349192672572108,0.04395025929260161,0.0,0.0,0.0,0.0,-0.009083445259353506,-0.02865480977420353,-0.009112775328776995,-0.01759590485374478,0.08153949911492084,-0.0809412283105361
0.08877138184765875,0.047158210471927704,0.0688679383102572,0.0,0.0,0.0,0.0,0.0,0.0,0.09261744966442952,0.09124652025982061,0.0655,0.16028417951828108,0.12680810028929604,0.14772666666666667,0.04461942257217848,0.1295102606068236,0.08823529411764705,0.0,-0.04161317137573104,0.021709727838329494,0.0,0.0,0.0,0.0,-0.0013709294046089088,-0.025746520259820604,-0.033476079228985045,0.020918566377370634,0.08489083803464513,-0.04127496648917656
0.11469067794034671,0.06378398811006779,0.0688679383102572,0.03225806451612903,0.0425531914893617,0.125,0.0,0.0,0.015873015873015872,0.046979865771812075,0.01793999381379524,0.0125,0.2534915959105874,0.14674252651880426,0.1516,0.09448818897637795,0.11991690796928113,0.09191176470588235,0.0,-0.05090668983027892,0.0050839502001894105,0.01029512697323267,0.08244680851063829,0.0,0.015873015873015872,-0.029039871958016834,-0.00543999381379524,-0.10674906939178314,0.004857473481195751,0.02542871899290318,-0.028005143263398785
0.12588310125309835,0.07412891641824385,0.10905523413237149,0.03225806451612903,0.02127659574468085,0.03125,0.0,0.0,0.0,0.043288590604026844,0.030003093102381688,0.0315,0.10580921850632473,0.08541562198649952,0.07408333333333335,0.18110236220472442,0.43170086868941204,0.1838235294117647,0.0,-0.0517541848348545,0.034926317714127644,-0.01098146877144818,0.00997340425531915,0.0,0.0,-0.013285497501645156,0.0014969068976183122,-0.02039359651982521,-0.01133228865316617,0.2505985064846876,-0.24787733927764735
0.23132751035744253,0.0892768471552159,0.18184731713091817,0.0967741935483871,0.0425531914893617,0.0,0.02702702702702703,0.009852216748768473,0.007936507936507936,0.16442953020134227,0.15434580884627283,0.14,0.2738563507191128,0.09803664416586307,0.14666666666666667,0.29133858267716534,0.1055268790129674,0.01838235294117647,0.0,-0.14205066320222665,0.09257046997570227,-0.05422100205902539,-0.0425531914893617,-0.017174810278258554,-0.001915708812260537,-0.010083721355069436,-0.014345808846272817,-0.17581970655324974,0.0486300225008036,-0.18581170366419794,-0.08714452607179092
0.1058545542723849,0.05639475360422775,0.1348357635276901,0.12903225806451613,0.0851063829787234,0.125,0.0,0.0,0.0,0.0942953020134228,0.05660377358490567,0.05275,0.15672760353491597,0.16489874638379945,0.12175666666666668,0.10761154855643044,0.16308699483822234,0.1360294117647059,0.0,-0.049459800668157146,0.07844100992346237,-0.04392587508579272,0.0398936170212766,0.0,0.0,-0.03769152842851713,-0.0038537735849056703,0.008171142848883484,-0.04314207971713277,0.05547544628179189,-0.02705758307351644
