final_logins_m_1,final_logins_m_2,final_logins_m_3,final_kudos_t_m_1,final_kudos_t_m_2,final_kudos_t_m_3,final_kudos_f_m_1,final_kudos_f_m_2,final_kudos_f_m_3,final_kpi_m_1,final_kpi_m_2,final_kpi_m_3,final_lrn_m_1,final_lrn_m_2,final_lrn_m_3,final_lrn_t_m_1,final_lrn_t_m_2,final_lrn_t_m_3,target,Trend_logins_1,Trend_logins_2,Trend_kudos_t_m_1,Trend_kudos_t_m_2,Trend_kudos_f_m_1,Trend_kudos_f_m_2,Trend_kpi_m_1,Trend_kpi_m_2,Trend_lrn_m_1,Trend_lrn_m_2,Trend_lrn_t_m_1,Trend_lrn_t_m_2
0.114690678,0.058242062,0.17578131,0.129032258,0.106382979,0.125,0,0,0,0.09966443,0.050417569,0.0165,0.176767458,0.135776278,0.107806667,0.157480315,0.220647111,0.227941176,0,-0.056448616,0.117539248,-0.022649279,0.018617021,0,0,-0.049246861,-0.033917569,-0.04099118,-0.027969611,0.063166796,0.007294066
0.088771382,0.091124156,0.065834935,0.096774194,0.063829787,0.09375,0,0,0,0.115436242,0.020723786,0,0.146863628,0.147193828,0.102743333,0.13648294,0.321377313,0.0625,0,0.002352774,-0.025289221,-0.032944406,0.029920213,0,0,-0.094712456,-0.020723786,0.0003302,-0.044450495,0.184894374,-0.258877313
0.071099135,0.043833055,0.077208698,0.096774194,0.106382979,0.1875,0,0,0,0.138926174,0.067429632,0.0295,0.240517241,0.212883317,0.183333333,0.062992126,0.100730203,0.051470588,0,-0.02726608,0.033375643,0.009608785,0.081117021,0,0,-0.071496543,-0.037929632,-0.027633924,-0.029549984,0.037738077,-0.049259614
0.079346183,0.068586991,0.099197973,0.096774194,0.042553191,0.1875,0.046332046,0.0591133,0.079365079,0.090604027,0.033405506,0.025,0.289256628,0.137431051,0.158666667,0.091863517,0.287800579,0.183823529,0,-0.010759193,0.030610982,-0.054221002,0.144946809,0.012781254,0.020251779,-0.057198521,-0.008405506,-0.151825577,0.021235616,0.195937062,-0.10397705
0.162405746,0.101099622,0.266771414,0,0,0.03125,0,0,0.087301587,0.093288591,0.098360656,0.10175,0.138091319,0.114649952,0.097123333,0.228346457,0.393327458,0.319852941,0,-0.061306123,0.165671792,0,0.03125,0,0.087301587,0.005072065,0.003389344,-0.023441367,-0.017526618,0.164981001,-0.073474517
0.019260542,0.018340196,0.038537904,0,0,0,0,0,0,0.045973154,0.040210331,0.0375,0.111393173,0.100289296,0.085786667,0.039370079,0.134306937,0.213235294,0,-0.000920346,0.020197708,0,0,0,0,-0.005762823,-0.002710331,-0.011103877,-0.014502629,0.094936858,0.078928357
0.091716756,0.075606763,0.086307708,0,0,0,0,0,0,0.090604027,0.061552737,0.03325,0.269199446,0.141176471,0.161586667,0.152230971,0.369344077,0.169117647,0,-0.016109993,0.010700945,0,0,0,0,-0.029051289,-0.028302737,-0.128022975,0.020410196,0.217113105,-0.200226429
0.083469708,0.051222289,0.130286258,0.032258065,0,0,0,0,0,0.082214765,0.070832045,0.06325,0.166331658,0.134102218,0.149276667,0.073490814,0.167883671,0.102941176,0,-0.032247418,0.079063969,-0.032258065,0,0,0,-0.011382721,-0.007582045,-0.03222944,0.015174449,0.094392858,-0.064942495
0.086415082,0.067848067,0.101472725,0,0,0,0,0,0,0.109060403,0.096195484,0.09225,0.12497834,0.092092575,0.0694,0.11023622,0.306987284,0.220588235,0,-0.018567015,0.033624658,0,0,0,0,-0.012864919,-0.003945484,-0.032885765,-0.022692575,0.196751064,-0.086399049
0.078168033,0.032379741,0.098439722,0.032258065,0.021276596,0.09375,0,0,0,0.105704698,0.071141355,0.04525,0.080592618,0.058298939,0.045,0.12335958,0.211053758,0.393382353,0,-0.045788292,0.066059981,-0.010981469,0.072473404,0,0,-0.034563343,-0.025891355,-0.022293679,-0.013298939,0.087694178,0.182328595
0.038700014,0.061197756,0.11436299,0,0,0.0625,0,0,0,0.023489933,0.024435509,0.02225,0.811024952,0.203737705,0.062813333,0.194225722,0.426904192,0.25,0,0.022497742,0.053165234,0,0.0625,0,0,0.000945576,-0.002185509,-0.607287247,-0.140924372,0.232678471,-0.176904192
0.012780718,0.013167732,0.060527179,0.129032258,0.042553191,0.125,0.003861004,0,0.023809524,0.798657718,0.06495515,0.00625,0.125316236,0.029569913,0.066666667,0.047244094,0.033576734,0.003676471,0,0.000387013,0.047359447,-0.086479067,0.082446809,-0.003861004,0.023809524,-0.733702568,-0.05870515,-0.095746323,0.037096753,-0.01366736,-0.029900264
0.135897375,0.054177983,0.147726028,0.032258065,0,0.0625,0.003861004,0,0.031746032,0.074161074,0.046087225,0.0235,0.12690175,0.140308582,0.110193333,0.194225722,0.163086995,0.139705882,0,-0.081719391,0.093548045,-0.032258065,0.0625,-0.003861004,0.031746032,-0.028073848,-0.022587225,0.013406832,-0.030115249,-0.031138727,-0.023381112
0.041056314,0.03201028,0.021098134,0,0,0,0,0,0,0.054697987,0.022888958,0.0145,0.159920291,0.138491803,0.15,0.102362205,0.259020521,0.003676471,0,-0.009046034,-0.010912146,0,0,0,0,-0.031809029,-0.008388958,-0.021428488,0.011508197,0.156658316,-0.255344051
0.085826007,0.067478605,0.071142691,0.161290323,0.14893617,0.1875,0.023166023,0.039408867,0.031746032,0.080872483,0.054747912,0.0405,0.166318662,0.147043394,0.1396,0.154855643,0.239833816,0.102941176,0,-0.018347402,0.003664086,-0.012354152,0.03856383,0.016242844,-0.007662835,-0.026124571,-0.014247912,-0.019275268,-0.007443394,0.084978173,-0.136892639
0.141199049,0.120311632,0.164407547,0,0.021276596,0,0,0,0,0.070469799,0.05165481,0.04375,0.152217986,0.130352941,0.12153,0.154855643,0.27341055,0.158088235,0,-0.020887417,0.044095915,0.021276596,-0.021276596,0,0,-0.018814989,-0.00790481,-0.021865045,-0.008822941,0.118554907,-0.115322315
0.028685741,0.015753964,0.016548629,0,0,0,0,0,0,0.065436242,0.020414476,0.004,0.275688789,0.137126326,0.16222,0.078740157,0.177477024,0.165441176,0,-0.012931777,0.000794665,0,0,0,0,-0.045021766,-0.016414476,-0.138562463,0.025093674,0.098736866,-0.012035847
0.094662131,0.064892373,0.109055234,0.032258065,0,0,0,0,0.007936508,0.076174497,0.054747912,0.048,0.171911281,0.135814851,0.119903333,0.149606299,0.230240463,0.165441176,0,-0.029769758,0.044162861,-0.032258065,0,0,0.007936508,-0.021426584,-0.006747912,-0.03609643,-0.015911517,0.080634164,-0.064799287
0.109978079,0.097405005,0.17578131,0,0,0,0,0,0,0.116107383,0.061552737,0.03325,0.256766592,0.158919961,0.155483333,0.11023622,0.32617399,0.220588235,0,-0.012573074,0.078376305,0,0,0,0,-0.054554645,-0.028302737,-0.09784663,-0.003436628,0.215937769,-0.105585754
0.047536138,0.033857588,0.046120412,0,0,0,0,0.004926108,0.007936508,0.023489933,0.010207238,0,0.379050425,0.347155256,0.24259,0.010498688,0.004796676,0.036764706,0,-0.01367855,0.012262824,0,0,0.004926108,0.0030104,-0.013282695,-0.010207238,-0.031895169,-0.104565256,-0.005702011,0.03196803
0.094662131,0.068217529,0.062043681,0.064516129,0,0,0,0,0,0.048322148,0.048252397,0.02775,0.136939005,0.114499518,0.118146667,0.11023622,0.191867053,0.147058824,0,-0.026444602,-0.006173848,-0.064516129,0,0,0,-6.98E-05,-0.020502397,-0.022439488,0.003647149,0.081630832,-0.044808229
0.111156228,0.080409766,0.093890217,0.451612903,0.170212766,0.40625,0.046332046,0.049261084,0.087301587,0.060402685,0.041138262,0.01875,0.284872639,0.140289296,0.158483333,0.081364829,0.254223845,0.128676471,0,-0.030746463,0.013480451,-0.281400137,0.236037234,0.002929037,0.038040504,-0.019264423,-0.022388262,-0.144583343,0.018194037,0.172859015,-0.125547374
0.035165565,0.028315662,0.05294467,0.064516129,0,0.03125,0.003861004,0,0,0.219798658,0.158676152,0.1515,0.422370473,0,0.2125,0.010498688,0,0.018382353,0,-0.006849902,0.024629008,-0.064516129,0.03125,-0.003861004,0,-0.061122506,-0.007176152,-0.422370473,0.2125,-0.010498688,0.018382353
0.054015962,0.055286368,0.101472725,0.225806452,0.106382979,0.15625,0,0.014778325,0,0.123154362,0.06464584,0.0365,0.159959279,0.154823529,0.09185,0.086614173,0.27341055,0.1875,0,0.001270406,0.046186357,-0.119423473,0.049867021,0.014778325,-0.014778325,-0.058508523,-0.02814584,-0.00513575,-0.062973529,0.186796377,-0.08591055
0.06579746,0.036813282,0.0787252,0.096774194,0,0,0,0,0.023809524,0.109060403,0.060624807,0.06525,0.140660198,0.093384764,0.134543333,0.044619423,0.110323555,0.080882353,0,-0.028984178,0.041911917,-0.096774194,0,0,0.023809524,-0.048435596,0.004625193,-0.047275434,0.04115857,0.065704133,-0.029441202
0.045179838,0.044202517,0.092373715,0,0,0,0,0,0,0.060738255,0.033714816,0.0365,0.145408075,0.127741562,0.124443333,0.102362205,0.225443787,0.147058824,0,-0.000977322,0.048171198,0,0,0,0,-0.027023439,0.002785184,-0.017666513,-0.003298229,0.123081582,-0.078384963
0.005122744,0.002822803,0.015032127,0.064516129,0,0,0,0,0,0.073825503,0.042684813,0.01525,0.109166522,0.015429122,0.112616667,0.039370079,0.004796676,0.102941176,0,-0.002299941,0.012209323,-0.064516129,0,0,0,-0.03114069,-0.027434813,-0.0937374,0.097187544,-0.034573402,0.0981445
0.06815376,0.039768976,0.082516454,0.064516129,0,0.03125,0,0,0,0.123825503,0.085369626,0.056,0.171473748,0.105431051,0.122546667,0.031496063,0.033576734,0.0625,0,-0.028384784,0.042747478,-0.064516129,0.03125,0,0,-0.038455878,-0.029369626,-0.066042697,0.017115616,0.002080671,0.028923266
0.102320105,0.043094131,0.097681471,0.387096774,0.063829787,0.03125,0.05019305,0.02955665,0.031746032,0.061073826,0.049180328,0.02,0.13364235,0.1344108,0.112393333,0.133858268,0.148696966,0.154411765,0,-0.059225973,0.05458734,-0.323266987,-0.032579787,-0.0206364,0.002189381,-0.011893498,-0.029180328,0.000768451,-0.022017467,0.014838698,0.005714799
0.078757108,0.057133677,0.096164969,0,0,0,0,0,0,0.078187919,0.062480668,0.0495,0.161518801,0.137542912,0.134313333,0.17847769,0.254223845,0.165441176,0,-0.021623431,0.039031292,0,0,0,0,-0.015707251,-0.012980668,-0.023975889,-0.003229579,0.075746155,-0.088782668
0.069920985,0.051222289,0.093890217,0,0.021276596,0.0625,0,0,0,0.064765101,0.039901021,0.02075,0.165097037,0.127880424,0.129073333,0.133858268,0.220647111,0.158088235,0,-0.018698695,0.042667927,0.021276596,0.041223404,0,0,-0.02486408,-0.019151021,-0.037216613,0.001192909,0.086788843,-0.062558875
0.026329441,0.022034813,0.048395165,0,0,0,0,0,0,0.064765101,0.037426539,0.04075,0.192180731,0.18900675,0.141333333,0.028871391,0.023983382,0.036764706,0,-0.004294628,0.026360352,0,0,0,0,-0.027338562,0.003323461,-0.003173981,-0.047673417,-0.004888009,0.012781324
0.022205917,0.013537193,0.031713646,0.032258065,0.042553191,0,0,0,0,0.176174497,0.159604083,0.14325,0.354682897,0,0.261903333,0.01312336,0,0.025735294,0,-0.008668723,0.018176452,0.010295127,-0.042553191,0,0,-0.016570414,-0.016354083,-0.354682897,0.261903333,-0.01312336,0.025735294
0.223080462,0.13693741,0.209902599,0,0.042553191,0.15625,0,0,0,0.072483221,0.055057222,0.0365,0.164373592,0.141728062,0.136303333,0.244094488,0.225443787,0.169117647,0,-0.086143052,0.072965189,0.042553191,0.113696809,0,0,-0.017425999,-0.018557222,-0.02264553,-0.005424728,-0.018650701,-0.05632614
0.06933191,0.075237302,0.082516454,0,0.021276596,0.03125,0.015444015,0,0,0.053020134,0.054747912,0.022,0.169524346,0.136038573,0.13009,0.118110236,0.220647111,0.165441176,0,0.005905392,0.007279152,0.021276596,0.009973404,-0.015444015,0,0.001727778,-0.032747912,-0.033485773,-0.005948573,0.102536874,-0.055205934
0.073455434,0.067109144,0.109813485,0,0,0.03125,0,0,0.007936508,0.069127517,0.06433653,0.028,0.125896725,0.090229508,0.0649,0.133858268,0.479667632,0.172794118,0,-0.006346291,0.042704341,0,0.03125,0,0.007936508,-0.004790987,-0.03633653,-0.035667217,-0.025329508,0.345809364,-0.306873514
0.018671467,0.007995268,0.014273876,0,0.021276596,0,0,0,0,0.043624161,0.031858955,0.0255,0.116964131,0.109932498,0.083333333,0.007874016,0.009593353,0.003676471,0,-0.0106762,0.006278608,0.021276596,-0.021276596,0,0,-0.011765207,-0.006358955,-0.007031633,-0.026599164,0.001719337,-0.005916882
0.159460371,0.080040304,0.197012334,0,0.021276596,0.125,0,0,0,0.045637584,0.024744819,0.03325,0.11397938,0.099286403,0.08424,0.181102362,0.642754627,0.474264706,0,-0.079420067,0.11697203,0.021276596,0.103723404,0,0,-0.020892765,0.008505181,-0.014692977,-0.015046403,0.461652265,-0.168489921
0.056961337,0.081148689,0.098439722,0,0,0.03125,0,0,0,0.073825503,0.061552737,0.025,0.263069659,0.142719383,0.154486667,0.052493438,0.23503714,0.194852941,0,0.024187353,0.017291033,0,0.03125,0,0,-0.012272766,-0.036552737,-0.120350276,0.011767284,0.182543701,-0.040184198
0.103498255,0.063414526,0.08782421,0.032258065,0.042553191,0.03125,0,0,0,0.077852349,0.070213424,0.04875,0.150563161,0.138291225,0.080383333,0.107611549,0.177477024,0.121323529,0,-0.040083728,0.024409684,0.010295127,-0.011303191,0,0,-0.007638925,-0.021463424,-0.012271936,-0.057907891,0.069865475,-0.056153494
0.074044509,0.079301381,0.074175694,0.483870968,0.468085106,0,0.019305019,0.098522167,0,0.121812081,0.073615837,0.00625,0.168406689,0.137604629,0.137333333,0.05511811,0.335767342,0.095588235,0,0.005256872,-0.005125686,-0.015785861,-0.468085106,0.079217148,-0.098522167,-0.048196244,-0.067365837,-0.03080206,-0.000271295,0.280649232,-0.240179107
0.085826007,0.045310902,0.071900942,0.032258065,0,0,0,0,0,0.049328859,0.03897309,0.029,0.113784439,0.097018322,0.079113333,0.186351706,0.3645474,0.496323529,0,-0.040515105,0.02659004,-0.032258065,0,0,0,-0.010355769,-0.00997309,-0.016766117,-0.017904989,0.178195694,0.131776129
0.127650326,0.071173223,0.125736753,0.161290323,0.14893617,0.15625,0,0,0,0.089597315,0.07825549,0.05575,0.179015768,0.159166827,0.138853333,0.112860892,0.172680347,0.121323529,0,-0.056477103,0.054563531,-0.012354152,0.00731383,0,0,-0.011341825,-0.02250549,-0.019848941,-0.020313494,0.059819455,-0.051356818
0.061673936,0.058242062,0.093131966,0.096774194,0.042553191,0,0,0,0,0.117785235,0.0785648,0.06575,0.176529198,0.0996027,0.125,0.015748031,0.100730203,0.033088235,0,-0.003431874,0.034889904,-0.054221002,-0.042553191,0,0,-0.039220434,-0.0128148,-0.076926498,0.0253973,0.084982171,-0.067641967
0.079346183,0.051961213,0.076450447,0.129032258,0.063829787,0.125,0,0,0,0.077181208,0.045159295,0.02275,0.200675793,0.154611379,0.125553333,0.115485564,0.172680347,0.102941176,0,-0.02738497,0.024489234,-0.065202471,0.061170213,0,0,-0.032021913,-0.022409295,-0.046064414,-0.029058046,0.057194783,-0.069739171
0.127650326,0.088537924,0.193979331,0.161290323,0.106382979,0.125,0,0,0,0.097986577,0.09093721,0.047,0.154804193,0.141080039,0.113723333,0.102362205,0.263817198,0.161764706,0,-0.039112402,0.105441407,-0.054907344,0.018617021,0,0,-0.007049367,-0.04393721,-0.013724155,-0.027356705,0.161454993,-0.102052492
0.022205917,0.030901895,0.058252426,0.032258065,0.021276596,0.09375,0,0,0,0.126174497,0.127745128,0.07825,0.342947496,0.270009643,0.264283333,0.010498688,0.014390029,0.025735294,0,0.008695978,0.027350532,-0.010981469,0.072473404,0,0,0.001570632,-0.049495128,-0.072937853,-0.00572631,0.003891341,0.011345265
0.03222019,0.020926428,0.032471897,0,0.021276596,0,0,0,0,0.218120805,0.121558924,0.12075,0.351975394,0.270009643,0.264283333,0.010498688,0.009593353,0.029411765,0,-0.011293762,0.011545469,0.021276596,-0.021276596,0,0,-0.096561882,-0.000808924,-0.081965751,-0.00572631,-0.000905335,0.019818412
0.031631115,0.011320423,0.045362162,0,0,0,0,0,0,0.266778523,0.214970616,0.18125,0.168948189,0,0.16822,0.026246719,0,0.088235294,0,-0.020310692,0.034041738,0,0,0,0,-0.051807908,-0.033720616,-0.168948189,0.16822,-0.026246719,0.088235294
0.093483981,0.039030053,0.112846488,0.161290323,0.191489362,0.0625,0,0,0,0.095973154,0.071450665,0.04775,0.136869693,0.149307618,0.10204,0.13648294,0.129510261,0.136029412,0,-0.054453929,0.073816436,0.030199039,-0.128989362,0,0,-0.024522489,-0.023700665,0.012437925,-0.047267618,-0.006972679,0.006519151
0.081113408,0.058980986,0.091615464,0.161290323,0.085106383,0.0625,0.046332046,0.0591133,0.119047619,0.073489933,0.053510671,0.035,0.176832438,0.143213115,0.129726667,0.162729659,0.220647111,0.161764706,0,-0.022132422,0.032634479,-0.07618394,-0.022606383,0.012781254,0.059934319,-0.019979262,-0.018510671,-0.033619323,-0.013486448,0.057917452,-0.058882405
0.089360457,0.058611524,0.092373715,0.096774194,0.085106383,0.125,0,0,0,0.191275168,0.09155583,0.04,0.176464218,0.149766635,0.113966667,0.091863517,0.139103613,0.077205882,0,-0.030748933,0.033762191,-0.011667811,0.039893617,0,0,-0.099719337,-0.05155583,-0.026697583,-0.035799968,0.047240096,-0.061897731
0.09819658,0.075606763,0.137110516,0.129032258,0.14893617,0.15625,0.003861004,0.024630542,0.023809524,0.07147651,0.053510671,0.0375,0.165097037,0.145685632,0.13324,0.238845144,0.3645474,0.191176471,0,-0.022589817,0.061503753,0.019903912,0.00731383,0.020769538,-0.000821018,-0.017965839,-0.016010671,-0.019411405,-0.012445632,0.125702256,-0.17337093
0.028096666,0.023882122,0.051428168,0.032258065,0.021276596,0.03125,0,0,0,0.105369128,0.099907207,0.06525,0.184543407,0.168948891,0.125833333,0.015748031,0.028780058,0.014705882,0,-0.004214544,0.027546047,-0.010981469,0.009973404,0,0,-0.005461921,-0.034657207,-0.015594516,-0.043115558,0.013032026,-0.014074176
0.114690678,0.075606763,0.162891046,0.064516129,0.042553191,0.15625,0.096525097,0.098522167,0.158730159,0.108389262,0.081039282,0.03375,0.12722665,0.095675988,0.08747,0.196850394,0.321377313,0.246323529,0,-0.039083915,0.087284282,-0.021962938,0.113696809,0.001997071,0.060207991,-0.027349979,-0.047289282,-0.031550662,-0.008205988,0.12452692,-0.075053784
0.082291558,0.072281608,0.159858042,0,0.063829787,0,0,0,0,0.023489933,0.399938138,0.15125,0.123748051,0.086364513,0.10294,0.162729659,0.225443787,0.176470588,0,-0.01000995,0.087576434,0.063829787,-0.063829787,0,0,0.376448205,-0.248688138,-0.037383538,0.016575487,0.062714128,-0.048973199
0.055783187,0.046049825,0.098439722,0,0,0.03125,0,0,0,0.140268456,0.07794618,0.046,0.111744065,0.114279653,0.08508,0.146981627,0.63795795,0.327205882,0,-0.009733362,0.052389897,0,0.03125,0,0,-0.062322276,-0.03194618,0.002535588,-0.029199653,0.490976323,-0.310752068
